name,latitude,longitude,iata_code,mac_iata_code,country_code,continent_code,currency_code,timezone,score
Rajkot Airport,22.3092002869,70.7795028687,RAJ,,IN,AS,INR,Asia/Calcutta,0.60799998044967651
Basrah International Airport,30.5491008758545,47.6621017456055,BSR,,IQ,AS,IQD,Asia/Baghdad,0.6589999794960022
Sulaymaniyah International Airport,35.5617485046,45.3167381287,ISU,,IQ,AS,IQD,Asia/Baghdad,0.51099997758865356
Al Najaf International Airport,31.989853,44.404317,NJF,,IQ,AS,IQD,Asia/Baghdad,0.68699997663497925
Baghdad International Airport,33.2625007629,44.2346000671,BGW,,IQ,AS,IQD,Asia/Baghdad,0.75400000810623169
Erbil International Airport,36.2375984191895,43.9631996154785,EBL,,IQ,AS,IQD,Asia/Baghdad,0.76099997758865356
Esfahan Shahid Beheshti International Airport,32.7508010864258,51.8613014221191,IFN,,IR,AS,IRR,Asia/Tehran,0.57899999618530273
Imam Khomeini International Airport,35.4160995483398,51.1521987915039,IKA,THR,IR,AS,IRR,Asia/Tehran,0.890999972820282
Mashhad International Airport,36.2351989746094,59.640998840332,MHD,,IR,AS,IRR,Asia/Tehran,0.63899999856948853
Shahid Ashrafi Esfahani Airport,34.3459014893,47.1581001282,KSH,,IR,AS,IRR,Asia/Tehran,0.328000009059906
Mehrabad International Airport,35.6892013549805,51.3134002685547,THR,THR,IR,AS,IRR,Asia/Tehran,0.0560000017285347
Kish International Airport,26.5261993408,53.9802017212,KIH,,IR,AS,IRR,Asia/Tehran,0.0560000017285347
Tabriz International Airport,38.1338996887207,46.2350006103516,TBZ,,IR,AS,IRR,Asia/Tehran,0.56800001859664917
Shiraz Shahid Dastghaib International Airport,29.5391998291016,52.5898017883301,SYZ,,IR,AS,IRR,Asia/Tehran,0.640999972820282
Keflavik International Airport,63.9850006103516,-22.6056003570557,KEF,REK,IS,EU,ISK,Atlantic/Reykjavik,0.871999979019165
Sangster International Airport,18.5037002563477,-77.9133987426758,MBJ,,JM,,JMD,America/Jamaica,0.97899997234344482
Norman Manley International Airport,17.9356994628906,-76.7874984741211,KIN,KIN,JM,,JMD,America/Jamaica,0.92799997329711914
Aqaba King Hussein International Airport,29.6116008758545,35.0181007385254,AQJ,,JO,AS,JOD,Asia/Amman,0.5130000114440918
Queen Alia International Airport,31.7226009369,35.9931983948,AMM,AMM,JO,AS,JOD,Asia/Amman,0.89899998903274536
Sendai Airport,38.1397018433,140.917007446,SDJ,,JP,AS,JPY,Asia/Tokyo,0.57099997997283936
Hanamaki Airport,39.4286003112793,141.134994506836,HNA,,JP,AS,JPY,Asia/Tokyo,0.24199999868869781
Tokyo Haneda Airport,35.5522994995117,139.779998779297,HND,TYO,JP,AS,JPY,Asia/Tokyo,0.88200002908706665
Tokachi-Obihiro Airport,42.7332992554,143.216995239,OBO,,JP,AS,JPY,Asia/Tokyo,0.23999999463558197
Toyama Airport,36.6483001708984,137.188003540039,TOY,,JP,AS,JPY,Asia/Tokyo,0.44600000977516174
Kumejima Airport,26.3635005950928,126.713996887207,UEO,,JP,AS,JPY,Asia/Tokyo,0.15399999916553497
Tottori Airport,35.5301017761,134.167007446,TTJ,,JP,AS,JPY,Asia/Tokyo,0.18600000441074371
Komatsu Airport,36.3945999145508,136.406997680664,KMQ,,JP,AS,JPY,Asia/Tokyo,0.51800000667572021
Osaka International Airport,34.7854995727539,135.438003540039,ITM,OSA,JP,AS,JPY,Asia/Tokyo,0.80199998617172241
Monbetsu Airport,44.3039016724,143.404006958,MBE,,JP,AS,JPY,Asia/Tokyo,0.079000003635883331
Iki Airport,33.7490005493,129.785003662,IKI,,JP,AS,JPY,Asia/Tokyo,0.065999999642372131
Yamaguchi Ube Airport,33.9300003052,131.279006958,UBJ,,JP,AS,JPY,Asia/Tokyo,0.33700001239776611
Noto Airport,37.2930984497,136.962005615,NTQ,,JP,AS,JPY,Asia/Tokyo,0.10899999737739563
Aomori Airport,40.7346992492676,140.690994262695,AOJ,,JP,AS,JPY,Asia/Tokyo,0.44800001382827759
Nanki Shirahama Airport,33.6622009277,135.363998413,SHM,,JP,AS,JPY,Asia/Tokyo,0.14100000262260437
Chubu Centrair International Airport,34.8583984375,136.804992675781,NGO,NGO,JP,AS,JPY,Asia/Tokyo,0.80900001525878906
Nagasaki Airport,32.9169006348,129.914001465,NGS,,JP,AS,JPY,Asia/Tokyo,0.47400000691413879
Narita International Airport,35.7647018432617,140.386001586914,NRT,TYO,JP,AS,JPY,Asia/Tokyo,0.93500000238418579
Amami Airport,28.4305992126465,129.712997436523,ASJ,,JP,AS,JPY,Asia/Tokyo,0.27700001001358032
Kagoshima Airport,31.8034000396729,130.718994140625,KOJ,,JP,AS,JPY,Asia/Tokyo,0.48899999260902405
Miho Yonago Airport,35.4921989440918,133.235992431641,YGJ,,JP,AS,JPY,Asia/Tokyo,0.22900000214576721
Ishigaki Airport,24.344499588,124.18699646,ISG,,JP,AS,JPY,Asia/Tokyo,0.35400000214576721
Odate Noshiro Airport,40.1918983459,140.371002197,ONJ,,JP,AS,JPY,Asia/Tokyo,0.14100000262260437
Niigata Airport,37.9558982849,139.121002197,KIJ,,JP,AS,JPY,Asia/Tokyo,0.47099998593330383
Akita Airport,39.6156005859375,140.218994140625,AXT,,JP,AS,JPY,Asia/Tokyo,0.49700000882148743
Hiroshima Airport,34.4361000061,132.919006348,HIJ,HIJ,JP,AS,JPY,Asia/Tokyo,0.65499997138977051
Kōchi Ryōma Airport,33.5461006165,133.669006348,KCZ,,JP,AS,JPY,Asia/Tokyo,0.42699998617172241
Tokushima Airport,34.1328010559,134.606994629,TKS,,JP,AS,JPY,Asia/Tokyo,0.32199999690055847
Takamatsu Airport,34.2141990662,134.01600647,TAK,,JP,AS,JPY,Asia/Tokyo,0.35199999809265137
Naha Airport,26.1958007812,127.646003723,OKA,,JP,AS,JPY,Asia/Tokyo,0.83499997854232788
Okayama Airport,34.7569007874,133.854995728,OKJ,,JP,AS,JPY,Asia/Tokyo,0.47099998593330383
New Chitose Airport,42.7751998901367,141.692001342773,CTS,SPK,JP,AS,JPY,Asia/Tokyo,0.68400001525878906
Kitakyūshū Airport,33.8459014893,131.035003662,KKJ,,JP,AS,JPY,Asia/Tokyo,0.28299999237060547
Wakkanai Airport,45.4042015076,141.800994873,WKJ,,JP,AS,JPY,Asia/Tokyo,0.3190000057220459
Izumo Airport,35.4136009216,132.88999939,IZO,,JP,AS,JPY,Asia/Tokyo,0.23299999535083771
Oshima Airport,34.7820014954,139.36000061,OIM,,JP,AS,JPY,Asia/Tokyo,0.12099999934434891
Oita Airport,33.4794006348,131.736999512,OIT,,JP,AS,JPY,Asia/Tokyo,0.38899999856948853
Kobe Airport,34.6328010559082,135.223999023438,UKB,OSA,JP,AS,JPY,Asia/Tokyo,0.578000009059906
Fukuoka Airport,33.5858993530273,130.45100402832,FUK,,JP,AS,JPY,Asia/Tokyo,0.765999972820282
Yamagata Airport,38.4118995667,140.371002197,GAJ,,JP,AS,JPY,Asia/Tokyo,0.21799999475479126
Kushiro Airport,43.0410003662,144.192993164,KUH,,JP,AS,JPY,Asia/Tokyo,0.25099998712539673
Hachijojima Airport,33.1150016785,139.785995483,HAC,,JP,AS,JPY,Asia/Tokyo,0.164000004529953
Misawa Air Base,40.7032012939,141.367996216,MSJ,,JP,AS,JPY,Asia/Tokyo,0.55299997329711914
Memanbetsu Airport,43.8805999756,144.164001465,MMB,,JP,AS,JPY,Asia/Tokyo,0.23800000548362732
Matsumoto Airport,36.1668014526367,137.923004150391,MMJ,,JP,AS,JPY,Asia/Tokyo,0.045000001788139343
Shonai Airport,38.8121986389,139.787002563,SYO,,JP,AS,JPY,Asia/Tokyo,0.25499999523162842
Iwami Airport,34.676399231,131.789993286,IWJ,,JP,AS,JPY,Asia/Tokyo,0.14100000262260437
Saga Airport,33.1497001648,130.302001953,HSG,,JP,AS,JPY,Asia/Tokyo,0.18000000715255737
Tsushima Airport,34.2849006653,129.330993652,TSJ,,JP,AS,JPY,Asia/Tokyo,0.028000000864267349
Hakodate Airport,41.7700004578,140.822006226,HKD,,JP,AS,JPY,Asia/Tokyo,0.4830000102519989
Fukushima Airport,37.2274017333984,140.430999755859,FKS,,JP,AS,JPY,Asia/Tokyo,0.30500000715255737
Miyakejima Airport,34.073600769,139.559997559,MYE,,JP,AS,JPY,Asia/Tokyo,0.019999999552965164
Matsuyama Airport,33.8272018432617,132.699996948242,MYJ,,JP,AS,JPY,Asia/Tokyo,0.45399999618530273
Miyazaki Airport,31.877199173,131.449005127,KMI,,JP,AS,JPY,Asia/Tokyo,0.42399999499320984
Kumamoto Airport,32.8372993469238,130.854995727539,KMJ,,JP,AS,JPY,Asia/Tokyo,0.46399998664855957
Miyako Airport,24.7828006744,125.294998169,MMY,,JP,AS,JPY,Asia/Tokyo,0.289000004529953
Nakashibetsu Airport,43.5774993896,144.960006714,SHB,,JP,AS,JPY,Asia/Tokyo,0.18299999833106995
Asahikawa Airport,43.6707992553711,142.447006225586,AKJ,,JP,AS,JPY,Asia/Tokyo,0.3970000147819519
Mt. Fuji Shizuoka Airport,34.7960434679,138.18775177,FSZ,,JP,AS,JPY,Asia/Tokyo,0.29499998688697815
Fukue Airport,32.6663017272949,128.832992553711,FUJ,,JP,AS,JPY,Asia/Tokyo,0.1679999977350235
Kansai International Airport,34.4272994995117,135.244003295898,KIX,OSA,JP,AS,JPY,Asia/Tokyo,0.84500002861022949
Jomo Kenyatta International Airport,-1.31923997402191,36.9277992248535,NBO,NBO,KE,AF,KES,Africa/Nairobi,0.89600002765655518
Mombasa Moi International Airport,-4.03483009338379,39.5942001342773,MBA,,KE,AF,KES,Africa/Nairobi,0.64399999380111694
Malindi Airport,-3.22931003570557,40.1016998291016,MYD,,KE,AF,KES,Africa/Nairobi,0.39800000190734863
Eldoret International Airport,0.404457986354828,35.238899230957,EDL,,KE,AF,KES,Africa/Nairobi,0.33000001311302185
Kisumu Airport,-0.0861390009522438,34.7289009094238,KIS,,KE,AF,KES,Africa/Nairobi,0.46299999952316284
Manas International Airport,43.0612983704,74.4776000977,FRU,,KG,AS,KGS,Asia/Bishkek,0.66299998760223389
Phnom Penh International Airport,11.5466003417969,104.84400177002,PNH,,KH,AS,KHR,Asia/Phnom_Penh,0.85100001096725464
Angkor International Airport,13.4106998443604,103.813003540039,REP,,KH,AS,KHR,Asia/Phnom_Penh,0.71799999475479126
Prince Said Ibrahim International Airport,-11.5336999893188,43.271900177002,HAH,YVA,KM,AF,KMF,Indian/Comoro,0.36000001430511475
Sunan International Airport,39.2240982055664,125.669998168945,FNJ,,KP,AS,KPW,Asia/Pyongyang,0.367000013589859
Gimhae International Airport,35.1795005798,128.93800354,PUS,,KR,AS,KRW,Asia/Seoul,0.765999972820282
Incheon International Airport,37.4691009521484,126.450996398926,ICN,SEL,KR,AS,KRW,Asia/Seoul,0.949999988079071
Muan International Airport,34.991406,126.382814,MWX,,KR,AS,KRW,Asia/Seoul,0.0729999989271164
Yeosu Airport,34.8423004150391,127.616996765137,RSU,,KR,AS,KRW,Asia/Seoul,0.23499999940395355
Pohang Airport,35.9878997803,129.419998169,KPO,,KR,AS,KRW,Asia/Seoul,0.289000004529953
Ulsan Airport,35.59349823,129.352005005,USN,,KR,AS,KRW,Asia/Seoul,0.29199999570846558
Sacheon Air Base,35.0885009765625,128.070007324219,HIN,,KR,AS,KRW,Asia/Seoul,0.19499999284744263
Daegu Airport,35.8941001892,128.658996582,TAE,,KR,AS,KRW,Asia/Seoul,0.56000000238418579
Wonju Airport,37.4380989075,127.959999084,WJU,,KR,AS,KRW,Asia/Seoul,0.019999999552965164
Cheongju International Airport,36.7165985107,127.499000549,CJJ,,KR,AS,KRW,Asia/Seoul,0.3059999942779541
Jeju International Airport,33.5112991333008,126.49299621582,CJU,,KR,AS,KRW,Asia/Seoul,0.574999988079071
Kunsan Air Base,35.9038009643555,126.615997314453,KUV,,KR,AS,KRW,Asia/Seoul,0.21500000357627869
Yangyang International Airport,38.0612983703613,128.669006347656,YNY,,KR,AS,KRW,Asia/Seoul,0.028000000864267349
Gimpo International Airport,37.5583000183,126.791000366,GMP,SEL,KR,AS,KRW,Asia/Seoul,0.85000002384185791
Gwangju Airport,35.1263999939,126.808998108,KWJ,,KR,AS,KRW,Asia/Seoul,0.31000000238418579
Kuwait International Airport,29.2266006469727,47.9688987731934,KWI,,KW,AS,KWD,Asia/Kuwait,0.81800001859664917
Edward Bodden Airfield,19.6669998168945,-80.0999984741211,LYB,,KY,,KYD,America/Cayman,0.55099999904632568
Gerrard Smith International Airport,19.6870002746582,-79.8827972412109,CYB,,KY,,KYD,America/Cayman,0.67400002479553223
Owen Roberts International Airport,19.2928009033,-81.3576965332,GCM,,KY,,KYD,America/Cayman,0.91200000047683716
Aktau Airport,43.8600997924805,51.0919990539551,SCO,,KZ,AS,KZT,Asia/Oral,0.367000013589859
Aktobe Airport,50.2458000183105,57.2066993713379,AKX,,KZ,AS,KZT,Asia/Oral,0.30899998545646667
Atyrau Airport,47.121898651123,51.8213996887207,GUW,,KZ,AS,KZT,Asia/Oral,0.44499999284744263
Kzyl-Orda Southwest Airport,44.706901550293,65.5924987792969,KZO,,KZ,AS,KZT,Asia/Qyzylorda,0.17399999499320984
Kostanay West Airport,53.206901550293,63.5503005981445,KSN,,KZ,AS,KZT,Asia/Qyzylorda,0.3449999988079071
Ust-Kamennogorsk Airport,50.0365982055664,82.4942016601562,UKK,,KZ,AS,KZT,Asia/Qyzylorda,0.30199998617172241
Almaty Airport,43.3521003723145,77.0404968261719,ALA,,KZ,AS,KZT,Asia/Qyzylorda,0.73900002241134644
Shymkent Airport,42.364200592041,69.4788970947266,CIT,,KZ,AS,KZT,Asia/Qyzylorda,0.38999998569488525
Sary-Arka Airport,49.6707992553711,73.3343963623047,KGF,,KZ,AS,KZT,Asia/Qyzylorda,0.40000000596046448
Pavlodar Airport,52.1949996948242,77.0738983154297,PWQ,,KZ,AS,KZT,Asia/Qyzylorda,0.27599999308586121
Astana International Airport,51.0222015380859,71.4669036865234,TSE,,KZ,AS,KZT,Asia/Qyzylorda,0.63599997758865356
Oudomsay Airport,20.6826992034912,101.994003295898,ODY,,LA,AS,LAK,Asia/Vientiane,0.028000000864267349
Luang Namtha Airport,20.9669990539551,101.400001525879,LXG,,LA,AS,LAK,Asia/Vientiane,0.29800000786781311
Luang Phabang International Airport,19.8973007202148,102.161003112793,LPQ,,LA,AS,LAK,Asia/Vientiane,0.54199999570846558
Savannakhet Airport,16.5566005706787,104.76000213623,ZVK,,LA,AS,LAK,Asia/Vientiane,0.42100000381469727
Xieng Khouang Airport,19.4500007629395,103.157997131348,XKH,,LA,AS,LAK,Asia/Vientiane,0.0729999989271164
Wattay International Airport,17.9883003235,102.56300354,VTE,,LA,AS,LAK,Asia/Vientiane,0.75900000333786011
Pakse International Airport,15.1321001052856,105.78099822998,PKZ,,LA,AS,LAK,Asia/Vientiane,0.39599999785423279
Beirut Rafic Hariri International Airport,33.8208999633789,35.4883995056152,BEY,,LB,AS,LBP,Asia/Beirut,0.88400000333786011
Bandaranaike International Colombo Airport,7.1807599067688,79.8841018676758,CMB,,LK,AS,LKR,Asia/Colombo,0.86100000143051147
Spriggs Payne Airport,6.28906011581421,-10.7587003707886,MLW,MLW,LR,AF,LRD,Africa/Monrovia,0.60699999332427979
Roberts International Airport,6.23378992080688,-10.3622999191284,ROB,MLW,LR,AF,LRD,Africa/Monrovia,0.77300000190734863
Misratah Airport,32.3250007629395,15.0609998703003,MRA,,LY,AF,LYD,Africa/Tripoli,0.29800000786781311
Benina International Airport,32.0968017578,20.2695007324,BEN,,LY,AF,LYD,Africa/Tripoli,0.45500001311302185
Tripoli International Airport,32.6635017395,13.1590003967,TIP,,LY,AF,LYD,Africa/Tripoli,0.64300000667572021
Sabha Airport,26.9869995117188,14.4724998474121,SEB,,LY,AF,LYD,Africa/Tripoli,0.11599999666213989
Dakhla Airport,23.7182998657227,-15.9320001602173,VIL,,EH,AF,MAD,Africa/El_Aaiun,0.31200000643730164
Hassan I Airport,27.1516990661621,-13.2192001342773,EUN,,EH,AF,MAD,Africa/El_Aaiun,0.33199998736381531
Tan Tan Airport,28.4482002258301,-11.1612997055054,TTA,,MA,AF,MAD,Africa/Casablanca,0.13300000131130219
Saniat Rmel Airport,35.5942993164062,-5.32002019882202,TTU,,MA,AF,MAD,Africa/Casablanca,0.10899999737739563
Cherif Al Idrissi Airport,35.1771011352539,-3.83951997756958,AHU,,MA,AF,MAD,Africa/Casablanca,0.18999999761581421
Nador International Airport,34.9888000488,-3.0282099247,NDR,,MA,AF,MAD,Africa/Casablanca,0.34700000286102295
Saïss Airport,33.9272994995,-4.97796010971,FEZ,,MA,AF,MAD,Africa/Casablanca,0.58300000429153442
Mohammed V International Airport,33.3675003051758,-7.58997011184692,CMN,CAS,MA,AF,MAD,Africa/Casablanca,0.878000020980835
Ouarzazate Airport,30.9391002655,-6.90943002701,OZZ,,MA,AF,MAD,Africa/Casablanca,0.37400001287460327
Ibn Batouta Airport,35.7268981934,-5.91689014435,TNG,,MA,AF,MAD,Africa/Casablanca,0.63400000333786011
Mogador Airport,31.3974990845,-9.6816701889,ESU,,MA,AF,MAD,Africa/Casablanca,0.065999999642372131
Angads Airport,34.7872009277344,-1.92399001121521,OUD,,MA,AF,MAD,Africa/Casablanca,0.50199997425079346
Al Massira Airport,30.3250007629395,-9.41306972503662,AGA,,MA,AF,MAD,Africa/Casablanca,0.6600000262260437
Menara Airport,31.6068992615,-8.03629970551,RAK,,MA,AF,MAD,Africa/Casablanca,0.76899999380111694
Rabat-Salé Airport,34.0514984130859,-6.75152015686035,RBA,,MA,AF,MAD,Africa/Casablanca,0.76200002431869507
Chişinău International Airport,46.9277000427246,28.9309997558594,KIV,,MD,EU,MDL,Europe/Chisinau,0.777999997138977
Ivato Airport,-18.7968997955,47.4788017273,TNR,,MG,AF,MGA,Indian/Antananarivo,0.69599997997283936
Sainte Marie Airport,-17.093900680542,49.8157997131348,SMS,,MG,AF,MGA,Indian/Antananarivo,0.10599999874830246
Amborovy Airport,-15.6668417421,46.3512325287,MJN,,MG,AF,MGA,Indian/Antananarivo,0.12099999934434891
Sambava Airport,-14.2785997390747,50.1747016906738,SVB,,MG,AF,MGA,Indian/Antananarivo,0.045000001788139343
Toliara Airport,-23.3833999633789,43.7285003662109,TLE,,MG,AF,MGA,Indian/Antananarivo,0.18000000715255737
Morondava Airport,-20.2847003936768,44.3176002502441,MOQ,,MG,AF,MGA,Indian/Antananarivo,0.096000000834465027
Arrachart Airport,-12.3493995666504,49.2916984558105,DIE,,MG,AF,MGA,Indian/Antananarivo,0.2199999988079071
Fascene Airport,-13.3121004105,48.3148002625,NOS,,MG,AF,MGA,Indian/Antananarivo,0.36000001430511475
Toamasina Airport,-18.1095008850098,49.3925018310547,TMM,,MG,AF,MGA,Indian/Antananarivo,0.22200000286102295
Tôlanaro Airport,-25.0380992889404,46.9561004638672,FTU,,MG,AF,MGA,Indian/Antananarivo,0.14300000667572021
Ohrid St. Paul the Apostle Airport,41.1800003051758,20.7423000335693,OHD,,MK,EU,MKD,Europe/Skopje,0.25499999523162842
Skopje Alexander the Great Airport,41.9616012573242,21.6214008331299,SKP,,MK,EU,MKD,Europe/Skopje,0.78600001335144043
Yangon International Airport,16.9073009491,96.1332015991,RGN,,MM,AS,MMK,Asia/Rangoon,0.78899997472763062
Naypyidaw Airport,19.623500824,96.2009963989,NYT,,MM,AS,MMK,Asia/Rangoon,0.14699999988079071
Mandalay International Airport,21.7021999359131,95.977897644043,MDL,,MM,AS,MMK,Asia/Rangoon,0.52600002288818359
Khovd Airport,47.9541015625,91.6281967163086,HVD,,MN,AS,MNT,Asia/Hovd,0.045000001788139343
Dalanzadgad Airport,43.5917015075684,104.430000305176,DLZ,,MN,AS,MNT,Asia/Ulaanbaatar,0.045000001788139343
Choibalsan Airport,48.1357002258301,114.646003723145,COQ,,MN,AS,MNT,Asia/Ulaanbaatar,0.0560000017285347
Mörön Airport,49.6632995605469,100.098999023438,MXV,,MN,AS,MNT,Asia/Ulaanbaatar,0.028000000864267349
Chinggis Khaan International Airport,47.8431015014648,106.766998291016,ULN,,MN,AS,MNT,Asia/Ulaanbaatar,0.69700002670288086
Macau International Airport,22.1495990753174,113.592002868652,MFM,,MO,AS,MOP,Asia/Macau,0.6809999942779541
Nouakchott International Airport,18.0981998443604,-15.9484996795654,NKC,,MR,AF,MRO,Africa/Nouakchott,0.55699998140335083
Sir Seewoosagur Ramgoolam International Airport,-20.4302005767822,57.6836013793945,MRU,,MU,AF,MUR,Indian/Mauritius,0.73500001430511475
Sir Charles Gaetan Duval Airport,-19.7576999664307,63.3610000610352,RRG,,MU,AF,MUR,Indian/Mauritius,0.25099998712539673
Malé International Airport,4.19183015823364,73.5290985107422,MLE,,MV,AS,MVR,Indian/Maldives,0.79799997806549072
Chileka International Airport,-15.6791000366211,34.9739990234375,BLZ,,MW,AF,MWK,Africa/Blantyre,0.55299997329711914
Lilongwe International Airport,-13.7894001007,33.78099823,LLW,,MW,AF,MWK,Africa/Blantyre,0.66100001335144043
Cancún International Airport,21.0365009308,-86.8770980835,CUN,,MX,NA,MXN,America/Cancun,0.98799997568130493
General Abelardo L. Rodríguez International Airport,32.5410995483398,-116.970001220703,TIJ,,MX,NA,MXN,America/Tijuana,0.824999988079071
General Rodolfo Sánchez Taboada International Airport,32.6305999756,-115.241996765,MXL,,MX,NA,MXN,America/Tijuana,0.65799999237060547
Valle del Fuerte International Airport,25.6851997375,-109.081001282,LMM,,MX,NA,MXN,America/Mazatlan,0.621999979019165
Manuel Márquez de León International Airport,24.0727005005,-110.361999512,LAP,,MX,NA,MXN,America/Mazatlan,0.7720000147819519
Amado Nervo National Airport,21.4195003509521,-104.843002319336,TPQ,,MX,NA,MXN,America/Mazatlan,0.57700002193450928
Los Cabos International Airport,23.1518001556396,-109.721000671387,SJD,,MX,NA,MXN,America/Mazatlan,0.9649999737739563
Abraham González International Airport,31.636100769043,-106.429000854492,CJS,,MX,NA,MXN,America/Mazatlan,0.69300001859664917
General Rafael Buelna International Airport,23.1613998413,-106.26599884,MZT,,MX,NA,MXN,America/Mazatlan,0.86599999666213989
Loreto International Airport,25.989200592041,-111.347999572754,LTO,,MX,NA,MXN,America/Mazatlan,0.74299997091293335
Federal de Bachigualato International Airport,24.7644996643,-107.474998474,CUL,,MX,NA,MXN,America/Mazatlan,0.7149999737739563
General Roberto Fierro Villalobos International Airport,28.7028999329,-105.964996338,CUU,,MX,NA,MXN,America/Mazatlan,0.75599998235702515
General Ignacio P. Garcia International Airport,29.0958995819,-111.047996521,HMO,,MX,NA,MXN,America/Hermosillo,0.75700002908706665
Ciudad Obregón International Airport,27.392599105835,-109.833000183105,CEN,,MX,NA,MXN,America/Hermosillo,0.58099997043609619
Puerto Peñasco International Airport,31.356202302,-113.525676727,PPE,,MX,NA,MXN,America/Hermosillo,0.41999998688697815
General Lucio Blanco International Airport,26.0088996887,-98.2285003662,REX,,MX,NA,MXN,America/Mexico_City,0.5899999737739563
Ixtapa Zihuatanejo International Airport,17.601600647,-101.460998535,ZIH,,MX,NA,MXN,America/Mexico_City,0.84600001573562622
Playa De Oro International Airport,19.1448001862,-104.558998108,ZLO,,MX,NA,MXN,America/Mexico_City,0.78700000047683716
Jesus Teran International Airport,21.7056007385,-102.318000793,AGU,,MX,NA,MXN,America/Mexico_City,0.83399999141693115
Del Bajío International Airport,20.9934997559,-101.481002808,BJX,,MX,NA,MXN,America/Mexico_City,0.88499999046325684
Bahías de Huatulco International Airport,15.7753000259399,-96.2626037597656,HUX,,MX,NA,MXN,America/Mexico_City,0.75999999046325684
Xoxocotlán International Airport,16.9999008179,-96.726600647,OAX,,MX,NA,MXN,America/Mexico_City,0.83099997043609619
General Pedro Jose Mendez International Airport,23.7033004761,-98.9564971924,CVM,,MX,NA,MXN,America/Mexico_City,0.44600000977516174
Ponciano Arriaga International Airport,22.2542991638,-100.930999756,SLP,,MX,NA,MXN,America/Mexico_City,0.76700001955032349
Plan De Guadalupe International Airport,25.5494995117188,-100.929000854492,SLW,,MX,NA,MXN,America/Mexico_City,0.6029999852180481
General Leobardo C. Ruiz International Airport,22.8971004486,-102.68699646,ZCL,,MX,NA,MXN,America/Mexico_City,0.75199997425079346
General Juan N Alvarez International Airport,16.7570991516113,-99.7539978027344,ACA,,MX,NA,MXN,America/Mexico_City,0.85100001096725464
Querétaro Intercontinental Airport,20.6173000336,-100.185997009,QRO,,MX,NA,MXN,America/Mexico_City,0.80900001525878906
Francisco Sarabia International Airport,25.5683002472,-103.411003113,TRC,,MX,NA,MXN,America/Mexico_City,0.73500001430511475
Licenciado Manuel Crescencio Rejon Int Airport,20.9370002747,-89.657699585,MID,,MX,NA,MXN,America/Mexico_City,0.83099997043609619
Minatitlán/Coatzacoalcos National Airport,18.1033992767,-94.5807037354,MTT,,MX,NA,MXN,America/Mexico_City,0.57700002193450928
General Mariano Escobedo International Airport,25.7784996033,-100.107002258,MTY,MTY,MX,NA,MXN,America/Mexico_City,0.88599997758865356
Quetzalcóatl International Airport,27.4438991547,-99.5705032349,NLD,,MX,NA,MXN,America/Mexico_City,0.50700002908706665
General Francisco J. Mujica International Airport,19.849899292,-101.025001526,MLM,,MX,NA,MXN,America/Mexico_City,0.86900001764297485
Angel Albino Corzo International Airport,16.5636005402,-93.0224990845,TGZ,,MX,NA,MXN,America/Mexico_City,0.70200002193450928
Licenciado Gustavo Díaz Ordaz International Airport,20.6800994873047,-105.253997802734,PVR,,MX,NA,MXN,America/Mexico_City,0.94900000095367432
Piedras Negras International Airport,28.6273994445801,-100.535003662109,PDS,,MX,NA,MXN,America/Mexico_City,0.27900001406669617
Ingeniero Alberto Acuña Ongay International Airport,19.8167991638,-90.5002975464,CPE,,MX,NA,MXN,America/Mexico_City,0.574999988079071
Lázaro Cárdenas Airport,18.0016994476,-102.221000671,LZC,,MX,NA,MXN,America/Mexico_City,0.49500000476837158
El Lencero Airport,19.4750995636,-96.7975006104,JAL,,MX,NA,MXN,America/Mexico_City,0.41600000858306885
El Tajín National Airport,20.6026992798,-97.4608001709,PAZ,,MX,NA,MXN,America/Mexico_City,0.55900001525878906
Hermanos Serdán International Airport,19.1581001282,-98.3713989258,PBC,,MX,NA,MXN,America/Mexico_City,0.73500001430511475
General Heriberto Jara International Airport,19.1459007263,-96.1873016357,VER,,MX,NA,MXN,America/Mexico_City,0.80699998140335083
Licenciado Adolfo Lopez Mateos International Airport,19.3370990753,-99.5660018921,TLC,MEX,MX,NA,MXN,America/Mexico_City,0.81699997186660767
General Francisco Javier Mina International Airport,22.2964000702,-97.8658981323,TAM,,MX,NA,MXN,America/Mexico_City,0.70599997043609619
Tapachula International Airport,14.7943000793,-92.3700027466,TAP,,MX,NA,MXN,America/Mexico_City,0.63899999856948853
Licenciado y General Ignacio Lopez Rayon Airport,19.3966999053955,-102.039001464844,UPN,,MX,NA,MXN,America/Mexico_City,0.51700001955032349
Lic. Miguel de la Madrid Airport,19.2770004272,-103.577003479,CLQ,,MX,NA,MXN,America/Mexico_City,0.59799998998641968
Ciudad del Carmen International Airport,18.6536998748779,-91.7990036010742,CME,,MX,NA,MXN,America/Mexico_City,0.61400002241134644
Don Miguel Hidalgo Y Costilla International Airport,20.5217990875244,-103.310997009277,GDL,,MX,NA,MXN,America/Mexico_City,0.96399998664855957
Carlos Rovirosa Pérez International Airport,17.9969997406006,-92.8173980712891,VSA,,MX,NA,MXN,America/Mexico_City,0.68800002336502075
General Guadalupe Victoria International Airport,24.1242008209,-104.527999878,DGO,,MX,NA,MXN,America/Mexico_City,0.72899997234344482
